VRM,OfferDate,Condition,Age,Mileage,PreviousOwners,ServiceHistory,Make,Model,TransmissionType,FuelType,Colour,BodyType,TradeValuation1,CompetitorB,CompetitorC
NX14ZYG,2021-06-26,poor,7.2,55500,1,full,Peugeot,208,Manual,Petrol,Silver,Hatchback,2504,1751,2100
WR12YKC,2021-06-26,good,8.9,82000,3,partial,Nissan,Qashqai,Manual,Diesel,White,SUV,3677,2539,3750
FE65BKJ,2021-06-26,good,5.8,97000,2,full,Audi,A5,Automatic,Diesel,Black,Hatchback,8269,6901,8150
DE62UYR,2021-06-26,average,8.7,77135,1,full,Hyundai,i20,Manual,Petrol,Blue,Hatchback,2062,1348,1900
GV06LWZ,2021-06-26,good,15.2,72000,4,partial,Mazda,MX-5,Manual,Petrol,Black,Convertible,2424,1616,2100
CK15KUD,2021-06-26,average,6.2,71000,2,full,Citroen,C4 Cactus,Manual,Petrol,Black,Hatchback,4609,3677,4150
AS51TKA,2021-06-26,excellent,6.8,98000,1,full,Audi,SQ5,Automatic,Diesel,Black,SUV,17008,18190,16700
PF10RFE,2021-06-26,good,11,73000,2,partial,Audi,A3,Automatic,Petrol,Grey,Hatchback,4081,3016,4000
M88LNM,2021-06-26,average,8,50000,4,partial,Mercedes-Benz,CLA Class,Manual,Petrol,White,Coupe,11139,8697,9200
LT07VGU,2021-06-26,average,14.3,65000,0,full,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Saloon,2216,1919,2275
RJ15YMP,2021-06-26,good,6,108000,1,full,BMW,4 Series Gran Coupe,Manual,Diesel,Silver,Hatchback,9505,7839,9400
FL61WNC,2021-06-26,good,9.6,77600,1,partial,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,1122,730,1375
YG11ZGV,2021-06-26,good,10,79133,1,partial,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,3278,3056,3475
MW14EAF,2021-06-26,good,7,138500,1,partial,Volkswagen,Passat,Manual,Diesel,Black,Saloon,2882,2051,2900
BG56XWJ,2021-06-26,poor,14.6,103000,4,none,Ford,Fiesta,Manual,Petrol,Black,Hatchback,150,195,300
DS11VWY,2021-06-26,poor,9.9,54950,1,partial,Peugeot,207 SW,Manual,Diesel,Black,Estate,1136,682,1200
KX09GZF,2021-06-26,good,12.3,57000,2,full,Chevrolet,Aveo,Manual,Petrol,Blue,Hatchback,342,208,350
DE61PXF,2021-06-26,excellent,9.5,97000,4,full,Land Rover,Range Rover,Automatic,Diesel,Grey,SUV,11374,10760,11700
L26TAJ,2021-06-26,good,6.9,127000,1,partial,BMW,2 Series,Manual,Diesel,Black,Coupe,5918,4742,5950
BT15PKE,2021-06-26,average,6,59000,4,partial,Vauxhall,Insignia,Automatic,Diesel,Silver,Estate,6284,3818,4875
GF60UBX,2021-06-26,good,10.5,70700,4,partial,SKODA,Octavia,Manual,Petrol,Black,Estate,2976,1582,2575
DN10WPD,2021-06-26,good,11,63500,1,partial,MINI,Convertible,Automatic,Petrol,Red,Convertible,3601,2867,4150
SD12BFP,2021-06-26,average,9.2,35000,2,partial,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,2367,1744,2125
LT62ORG,2021-06-26,poor,8.8,106135,2,partial,Nissan,Qashqai+2,Manual,Petrol,White,SUV,3478,2508,3175
MK66EHG,2021-06-26,excellent,4.8,27000,4,full,Ford,Focus,Manual,Petrol,Black,Hatchback,15222,14500,14500
BF12AZW,2021-06-26,average,9.3,63000,2,partial,Vauxhall,Meriva,Manual,Petrol,Blue,MPV,1680,996,1425
DH10NOS,2021-06-26,good,8.1,80000,1,full,Ford,Focus,Manual,Petrol,Blue,Hatchback,2772,2340,2750
EF62PNU,2021-06-26,good,8.5,41500,1,full,Vauxhall,Astra GTC,Manual,Petrol,Red,Coupe,3319,2612,3250
LG08BHE,2021-06-26,good,13.3,73000,3,partial,Peugeot,107,Manual,Petrol,Red,Hatchback,581,450,650
FJ61CYO,2021-06-26,good,9.4,36800,1,full,Aston Martin,Vantage,Automatic,Petrol,Silver,Coupe,43029,39871,40200
PL57TLU,2021-06-26,poor,13.4,120000,4,partial,Honda,Civic,Manual,Petrol,Red,Hatchback,455,295,525
RE11UFK,2021-06-26,good,10,51000,1,full,SKODA,Yeti,Manual,Diesel,Silver,SUV,6207,4444,5850
SD09BDV,2021-06-26,poor,12.3,129000,3,partial,Audi,A4,Manual,Diesel,Silver,Saloon,1621,1162,1525
NX10XOD,2021-06-26,good,11.3,120000,3,partial,Renault,Scenic,Manual,Diesel,Blue,MPV,274,439,625
EJ15VVA,2021-06-26,poor,6.1,38000,1,partial,Ford,Ka,Manual,Petrol,Red,Hatchback,3049,1956,2250
WK62YBJ,2021-06-26,average,8.5,60000,1,full,Volkswagen,Golf,Automatic,Diesel,Silver,Hatchback,7322,5233,6500
WV13KXA,2021-06-26,average,8.3,105486,2,partial,Mitsubishi,ASX,Manual,Petrol,Brown,SUV,3148,2463,2850
YY12NFC,2021-06-26,good,9.1,85000,2,partial,Citroen,DS3,Manual,Petrol,White,Hatchback,1845,1284,1950
DV58ZFW,2021-06-26,excellent,12.5,120000,2,partial,Vauxhall,Vectra,Manual,Petrol,Black,Hatchback,150,590,425
LD63CCZ,2021-06-26,good,7.7,80200,1,full,Audi,A3,Manual,Diesel,Black,Hatchback,7356,5910,7600
WJ58WAO,2021-06-26,poor,12.6,132000,1,partial,Land Rover,Freelander 2,Manual,Diesel,Black,SUV,1999,1334,2200
SG14HMD,2021-06-26,poor,7.1,53400,1,partial,Citroen,DS3,Manual,Petrol,Red,Hatchback,3102,1852,2600
YK61UNZ,2021-06-26,poor,9.8,112580,4,none,BMW,1 Series,Manual,Diesel,Black,Hatchback,2230,1333,2025
FP11RGY,2021-06-26,average,10,208000,2,none,Honda,Insight,Automatic,Petrol Hybrid,Black,Hatchback,957,807,1175
MV60HGL,2021-06-26,good,10.8,86000,2,partial,BMW,1 Series,Manual,Diesel,White,Hatchback,1725,1240,2200
HU53DRU,2021-06-26,good,6.4,86000,2,full,Volkswagen,Tiguan,Manual,Diesel,Blue,SUV,7197,6071,7650
YB62EUD,2021-06-26,good,8.5,80000,1,partial,BMW,3 Series,Manual,Petrol,White,Coupe,5250,4976,5200
M26DME,2021-06-26,poor,12.2,120000,2,partial,Audi,Q5,Manual,Diesel,Black,SUV,4270,3212,3475
KN09AYV,2021-06-26,good,12.3,30200,2,full,Mercedes-Benz,A Class,Automatic,Petrol,Silver,Hatchback,2506,1559,2475
CV60WVE,2021-06-26,good,10.6,90877,1,full,Land Rover,Range Rover Sport,Automatic,Diesel,Black,SUV,11445,10008,11800
LG09DXP,2021-06-26,average,12.3,76553,1,partial,Volkswagen,Touareg,Automatic,Diesel,Black,SUV,6592,5700,5200
AD07AYU,2021-06-26,poor,14,134000,4,none,Volkswagen,Eos,Manual,Petrol,Black,Convertible,150,229,400
NL56DBY,2021-06-26,poor,14.8,105000,4,none,Ford,Mondeo,Manual,Petrol,Grey,Hatchback,150,50,225
LN14BPY,2021-06-26,good,7.3,75797,1,full,Ford,Fiesta,Manual,Diesel,Black,Hatchback,3286,2779,3450
DV09UUH,2021-06-26,good,12.1,198000,3,full,Vauxhall,Insignia,Manual,Petrol,Grey,Hatchback,150,50,200
WO15NXW,2021-06-26,excellent,5.9,72000,2,full,Ford,Focus,Manual,Diesel,Blue,Hatchback,5476,6000,5850
CV60WVE,2021-06-26,good,10.6,90888,1,full,Land Rover,Range Rover Sport,Automatic,Diesel,Black,SUV,11443,9885,11750
MV61JTY,2021-06-26,average,9.8,33000,1,full,Ford,C-Max,Manual,Petrol,Silver,MPV,4396,3176,3950
KV60HXK,2021-06-26,average,10.7,91717,2,partial,Nissan,Qashqai,Manual,Diesel,Black,SUV,2927,2049,2650
AF60XXD,2021-06-26,poor,10.7,131900,2,partial,Renault,Grand Scenic,Manual,Diesel,Blue,MPV,505,316,500
LL12TDZ,2021-06-26,poor,9.1,78994,3,none,Chevrolet,Spark,Manual,Petrol,Red,Hatchback,754,256,600
KP58EGC,2021-06-26,poor,12.7,160000,1,none,Peugeot,407 SW,Manual,Diesel,Blue,Estate,150,50,225
SP63DNX,2021-06-26,poor,7.8,16948,1,partial,Kia,Rio,Manual,Petrol,Red,Hatchback,4843,2854,3900
BG11EZL,2021-06-26,average,10.1,112000,4,partial,Nissan,Juke,Manual,Diesel,White,SUV,2165,1598,2100
EN62KYG,2021-06-26,good,8.4,45500,3,partial,Ford,Fiesta,Manual,Diesel,White,Hatchback,2759,2573,3350
L80BJG,2021-06-26,good,11.2,98150,2,full,Jaguar,XF,Automatic,Diesel,Blue,Saloon,4060,3218,3925
RO10CWN,2021-06-26,poor,11.3,126419,2,partial,Honda,Civic,Manual,Diesel,Red,Hatchback,879,399,775
KY10SJX,2021-06-26,poor,11.3,88000,3,partial,Mercedes-Benz,B Class,Automatic,Diesel,Blue,Hatchback,1754,1230,1400
SL63VNZ,2021-06-26,average,7.6,68000,1,full,Citroen,C5,Manual,Diesel,White,Estate,4190,2150,2950
SJ13BVN,2021-06-26,average,8.3,78000,2,none,Vauxhall,Astra,Manual,Petrol,White,Hatchback,2420,1646,2200
AK58WDN,2021-06-27,poor,12.6,122690,2,full,Volkswagen,Golf,Automatic,Diesel,Silver,Estate,1288,613,1000
LM12BUU,2021-06-27,good,9.3,27378,1,partial,Toyota,Yaris,Automatic,Petrol,Turquoise,Hatchback,4913,4155,5000
RO13XDX,2021-06-27,excellent,8.1,38000,2,full,Audi,A3,Manual,Diesel,Red,Hatchback,7525,7225,8100
JA53WAR,2021-06-27,good,8.6,103000,4,partial,Audi,A5,Manual,Diesel,Silver,Hatchback,6842,5567,7100
KM60CNX,2021-06-27,average,10.5,70000,2,full,Citroen,C1,Manual,Petrol,Grey,Hatchback,979,623,925
NJ21YWP,2021-06-27,excellent,0.3,4700,0,none,Tesla,Model 3,Automatic,Electric,White,Saloon,54217,50790,54400
WJ58WAO,2021-06-27,poor,12.6,132000,1,partial,Land Rover,Freelander 2,Manual,Diesel,Black,SUV,2016,1377,2200
GR07AET,2021-06-27,poor,13.9,79139,4,partial,SEAT,Leon,Manual,Petrol,Yellow,Hatchback,4176,1956,2600
LD09JYP,2021-06-27,poor,12.3,94000,1,none,SEAT,Altea,Manual,Petrol,Red,MPV,245,224,525
NG12HKF,2021-06-27,good,8.9,77000,3,none,Audi,A1,Manual,Diesel,Black,Hatchback,3696,2902,3900
DN61RDU,2021-06-27,good,9.6,94360,3,partial,Nissan,Note,Manual,Diesel,Grey,Hatchback,1223,609,1225
HU60CLW,2021-06-27,average,7.7,62000,2,partial,Vauxhall,ADAM,Manual,Petrol,White,Hatchback,3533,2150,3225
WN63JDO,2021-06-27,average,7.5,45000,0,partial,Dacia,Sandero,Manual,Petrol,White,Hatchback,1985,1277,2000
NA06ZUC,2021-06-27,poor,15.3,71000,3,full,Volkswagen,Beetle,Manual,Petrol,Black,Hatchback,601,232,500
DT07TAM,2021-06-27,average,13.1,70000,4,partial,Peugeot,308,Manual,Diesel,Black,Hatchback,552,412,550
YK62UWY,2021-06-27,good,8.7,37000,1,full,MINI,Countryman,Manual,Petrol,Blue,SUV,5964,4973,5650
GU63YNY,2021-06-27,good,7.6,33500,1,partial,Audi,A4,Manual,Petrol,Grey,Saloon,9272,7521,9700
DE62UYR,2021-06-27,average,8.7,77135,2,full,Hyundai,i20,Manual,Petrol,Blue,Hatchback,2049,1274,1875
SY06OTR,2021-06-27,good,15.3,40000,4,partial,Jaguar,X-Type,Manual,Petrol,Silver,Saloon,2177,743,1150
CE61VFS,2021-06-27,average,9.8,188260,2,partial,Volkswagen,Passat,Manual,Diesel,Silver,Saloon,848,1967,1000
SG09MXH,2021-06-27,average,12.3,109000,4,full,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,308,126,400
FV61WYO,2021-06-27,good,9.6,93000,1,partial,Volkswagen,Passat,Manual,Diesel,Silver,Saloon,2778,2174,2600
YR63XOH,2021-06-27,average,7.6,45000,1,full,Renault,Clio,Automatic,Petrol,Red,Hatchback,7487,5718,6600
NJ58XKE,2021-06-27,good,12.8,115000,1,partial,Audi,A5,Manual,Diesel,Grey,Coupe,3567,2621,3725
WN63JDO,2021-06-27,poor,7.5,53500,0,partial,Dacia,Sandero,Manual,Petrol,White,Hatchback,1811,920,1450
HK16ZUD,2021-06-27,good,5,77000,1,partial,BMW,4 Series,Automatic,Diesel,White,Coupe,12025,11646,12650
WG11XLL,2021-06-27,poor,10,105000,1,partial,BMW,5 Series,Automatic,Diesel,Blue,Saloon,4726,3472,4075
DA62EFE,2021-06-27,excellent,8.6,108000,2,partial,Vauxhall,Insignia,Manual,Diesel,White,Estate,1836,1735,1850
DA58URN,2021-06-27,excellent,8.7,67000,2,full,Mercedes-Benz,E Class,Automatic,Petrol,White,Estate,20804,19170,19650
FP58UGR,2021-06-27,average,12.4,99923,3,partial,Ford,Fiesta,Manual,Petrol,Gold,Hatchback,1190,826,1125
DS11VWY,2021-06-27,good,9.9,54950,0,partial,Peugeot,207 SW,Manual,Diesel,Black,Estate,1153,1024,1925
JE02NSE,2021-06-27,average,11,93000,4,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,1125,700,1125
NJ63RCY,2021-06-27,good,7.8,90000,1,full,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,2646,2182,2875
YY12NFC,2021-06-27,good,9.1,85000,2,partial,Citroen,DS3,Manual,Petrol,White,Hatchback,1836,1335,1950
SW12HTU,2021-06-27,good,9,37995,2,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,3536,2555,3775
RE59TXG,2021-06-27,poor,11.6,142972,2,none,Audi,A3,Manual,Diesel,Black,Hatchback,1020,749,1175
EA62PZO,2021-06-27,average,8.6,72000,3,partial,Mercedes-Benz,A Class,Manual,Diesel,Blue,Hatchback,7617,6015,6250
MW63HBD,2021-06-27,average,7.5,79000,1,none,Honda,CR-V,Manual,Diesel,White,SUV,6291,4934,6050
KS12NXZ,2021-06-27,poor,9,112000,1,none,Audi,A4 Avant,Manual,Diesel,White,Estate,4002,2548,3450
KN14RVK,2021-06-27,poor,7.2,134000,1,partial,Citroen,Grand C4 Picasso,Manual,Diesel,Black,MPV,2817,1755,1875
BD66FYE,2021-06-27,good,4.7,75000,1,full,Nissan,Qashqai,Manual,Diesel,Grey,SUV,8139,6782,7800
YT59BUW,2021-06-27,average,11.8,136000,2,partial,Volvo,S40,Manual,Diesel,Blue,Saloon,271,390,600
NG15ACU,2021-06-27,good,6,32953,2,full,Fiat,500,Manual,Petrol,Black,Hatchback,3180,2630,3200
HV62WWA,2021-06-27,average,8.7,83964,2,none,Ford,Focus,Manual,Diesel,White,Hatchback,2656,1847,2575
NV60LNJ,2021-06-27,average,10.4,66100,1,partial,Volkswagen,Polo,Manual,Petrol,Grey,Hatchback,3162,2557,3125
GY59FLV,2021-06-27,average,11.8,101000,2,partial,Suzuki,Swift,Manual,Petrol,Blue,Hatchback,334,365,450
LY63JTZ,2021-06-27,poor,7.4,70000,2,full,BMW,1 Series,Manual,Diesel,Silver,Hatchback,6444,4921,5650
BG61BCZ,2021-06-27,poor,9.6,88000,1,full,Ford,Ka,Manual,Petrol,Blue,Hatchback,1002,472,900
NY15JJV,2021-06-27,good,5.9,96000,1,none,Vauxhall,Insignia,Manual,Diesel,White,Hatchback,3009,2779,3300
EJ13OMG,2021-06-27,poor,8,41162,2,full,Ford,Focus,Manual,Petrol,White,Hatchback,4927,3287,4325
PX61VUR,2021-06-27,good,9.7,116000,3,partial,BMW,X3,Manual,Diesel,White,SUV,5127,4005,4950
GV56UWW,2021-06-27,good,14.6,101670,2,partial,BMW,3 Series,Manual,Petrol,Grey,Saloon,487,519,925
MK10CZH,2021-06-27,average,11.1,105250,1,partial,Audi,A3,Manual,Diesel,White,Hatchback,2274,1870,2500
PJ10VVF,2021-06-27,poor,11.1,85000,1,partial,Volkswagen,Polo,Manual,Petrol,White,Hatchback,2166,1478,1850
EX61HBG,2021-06-27,average,9.8,86000,3,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,906,683,1025
MJ09UYT,2021-06-27,good,11.9,88805,2,partial,Ford,Focus,Manual,Petrol,Silver,Hatchback,1128,743,1375
FE63WOA,2021-06-27,average,7.8,56000,0,partial,Suzuki,Swift,Manual,Petrol,Red,Hatchback,2572,2150,2600
YC08EXE,2021-06-27,poor,13.2,155000,3,partial,Ford,Focus,Manual,Diesel,Blue,Hatchback,150,222,325
ST64WUB,2021-06-27,good,6.4,28500,0,partial,Hyundai,i10,Manual,Petrol,Blue,Hatchback,3357,2564,3325
Y10GTH,2021-06-27,excellent,8,65700,4,partial,Mercedes-Benz,E Class,Automatic,Diesel,White,Coupe,7325,7125,7250
BJ64EES,2021-06-27,poor,6.7,70000,2,full,Mercedes-Benz,C Class,Manual,Diesel,White,Estate,10225,8340,8600
HV11XNS,2021-06-27,good,10.3,65000,3,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,1356,976,1425
SJ61YBV,2021-06-27,average,9.5,72000,1,partial,Audi,A1,Manual,Diesel,White,Hatchback,3796,2873,3775
SA58OZM,2021-06-27,excellent,12.7,124000,2,full,BMW,3 Series,Manual,Petrol,Grey,Coupe,880,1335,1450
KM09RCO,2021-06-27,average,12.1,85000,2,full,Mercedes-Benz,A Class,Automatic,Diesel,Silver,Hatchback,645,704,800
B5SCX,2021-06-27,good,10.5,56000,2,full,Mercedes-Benz,E Class,Automatic,Diesel,White,Coupe,7012,5416,6950
YA12GUJ,2021-06-27,good,9,83000,4,full,Vauxhall,Astra GTC,Manual,Diesel,Red,Coupe,2284,1823,2125
J99LSJ,2021-06-27,good,6.1,72100,3,full,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,3480,3218,3475
AV13OFY,2021-06-27,good,8.1,87000,2,full,Ford,Kuga,Manual,Diesel,Green,SUV,5996,5441,5450
VU11OET,2021-06-27,poor,10.3,138000,2,partial,Vauxhall,Insignia,Manual,Diesel,Blue,Hatchback,299,255,525
KM57UFU,2021-06-27,poor,13.6,70000,1,partial,Peugeot,207,Manual,Petrol,Blue,Hatchback,409,235,325
MJ12ONN,2021-06-27,average,9.1,46000,2,full,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,1843,1409,1775
LY64PBZ,2021-06-27,average,6.4,87182,1,full,Vauxhall,Corsa,Manual,Diesel,Grey,Hatchback,3228,2695,2850
BF62NHM,2021-06-27,average,8.8,55000,1,partial,Renault,Megane,Automatic,Diesel,Black,Estate,2887,1980,2100
EK07KZS,2021-06-27,average,14.3,97000,2,partial,Ford,Focus,Automatic,Petrol,White,Hatchback,715,353,700
WP07UYX,2021-06-27,average,14,47000,2,partial,Mazda,Mazda6,Manual,Petrol,Blue,Hatchback,731,504,700
KE07EXZ,2021-06-27,average,14.3,90000,3,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,394,394,450
LS11GDO,2021-06-27,good,10.3,68000,2,partial,Ford,Focus,Manual,Petrol,Blue,Hatchback,2045,1160,1800
GK10RLZ,2021-06-27,average,11.3,112347,1,partial,BMW,X1,Automatic,Diesel,Brown,SUV,3753,3078,3475
GV60AOE,2021-06-27,average,10.5,70000,2,full,SEAT,Leon,Manual,Petrol,Blue,Hatchback,2255,1274,1925
OY60KWP,2021-06-27,good,10.8,43000,2,full,SEAT,Ibiza,Manual,Petrol,Silver,Hatchback,2362,1972,2750
SG14HMD,2021-06-27,poor,7.2,53556,2,partial,Citroen,DS3,Manual,Petrol,Red,Hatchback,3081,1751,2575
LG09DXP,2021-06-27,average,12.3,76553,1,partial,Volkswagen,Touareg,Automatic,Diesel,Black,SUV,6597,5700,5200
FL61DDY,2021-06-27,average,9.7,113000,1,partial,Vauxhall,Insignia,Manual,Diesel,Grey,Estate,2140,1009,1475
S2JJJ,2021-06-27,good,9.4,71300,1,full,Mercedes-Benz,E Class,Automatic,Diesel,White,Estate,7013,5318,7050
GV57GHX,2021-06-27,poor,13.8,113000,0,partial,Suzuki,SX4,Manual,Petrol,Blue,Hatchback,150,214,275
VU62VWY,2021-06-27,good,8.7,49000,2,partial,Volvo,V40,Automatic,Diesel,Red,Hatchback,5997,4334,5550
YB09JUH,2021-06-27,good,11.9,85000,3,full,Ford,Focus,Automatic,Petrol,Silver,Hatchback,1404,1076,1675
AG07MFK,2021-06-27,average,14,97000,4,partial,Ford,S-Max,Automatic,Diesel,Silver,MPV,1707,1214,1475
CA06HWL,2021-06-27,poor,15,86671,4,none,Renault,Scenic,Manual,Petrol,Blue,MPV,236,50,150
AC58KFZ,2021-06-27,average,12.4,84000,1,partial,Jaguar,XF,Automatic,Diesel,Grey,Saloon,3525,2466,3125
KV10RCO,2021-06-27,good,11.3,146000,2,none,Peugeot,5008,Manual,Diesel,Grey,MPV,430,544,800
EF09EOM,2021-06-27,average,12,74500,0,none,Alfa Romeo,MiTo,Manual,Petrol,Black,Hatchback,796,553,800
CA59LMY,2021-06-27,good,11.5,72000,4,full,Ford,Fiesta,Manual,Petrol,Green,Hatchback,1551,1300,1775
EX58OLE,2021-06-27,excellent,12.7,39000,1,partial,Honda,CR-V,Automatic,Petrol,Black,SUV,7192,6765,7000
WP60FHC,2021-06-28,average,10.4,82000,2,partial,Peugeot,207,Manual,Petrol,Grey,Hatchback,377,320,500
NL13BYR,2021-06-28,poor,8.3,102369,0,full,Nissan,Note,Manual,Petrol,Beige,Hatchback,1427,682,1100
SM10HHY,2021-06-28,average,11.1,90450,1,none,Toyota,Auris,Manual,Petrol,Blue,Hatchback,1601,1057,1400
YA12GUJ,2021-06-28,good,9,83000,4,full,Vauxhall,Astra GTC,Manual,Diesel,Red,Coupe,2276,1823,2125
LV60OEZ,2021-06-28,good,10.7,74500,2,full,Vauxhall,Corsa,Manual,Diesel,Blue,Hatchback,1121,585,1150
YP57KMK,2021-06-28,poor,13.7,106824,4,partial,Fiat,Bravo,Manual,Petrol,Black,Hatchback,150,50,250
EX58OLE,2021-06-28,good,12.8,39200,1,partial,Honda,CR-V,Automatic,Petrol,Black,SUV,7159,5741,7000
T31BAS,2021-06-28,good,7.1,105000,2,partial,Audi,A6 Avant,Automatic,Diesel,Grey,Estate,7632,5545,7350
WV11XGT,2021-06-28,average,10.3,105000,2,full,Nissan,Qashqai,Manual,Diesel,Black,SUV,2111,1274,1925
FJ12PUO,2021-06-28,good,9,84902,0,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,2028,1463,2075
NA06ZTM,2021-06-28,poor,15.3,100000,2,full,Volkswagen,Golf,Manual,Petrol,Silver,Hatchback,299,245,550
SP10HLC,2021-06-28,excellent,11.3,42000,2,partial,Mercedes-Benz,SLK,Automatic,Petrol,Black,Convertible,9183,8310,8600
EO62JNV,2021-06-28,average,8.8,84500,2,full,BMW,5 Series,Manual,Diesel,Black,Saloon,5325,3818,4525
BV59FNK,2021-06-28,good,11.8,89900,2,partial,Ford,Ka,Manual,Petrol,Silver,Hatchback,457,511,825
S2JJJ,2021-06-28,good,9.4,71300,1,full,Mercedes-Benz,E Class,Automatic,Diesel,White,Estate,7018,5406,7050
KR06FFY,2021-06-28,average,15.1,55000,2,full,Ford,Focus,Manual,Petrol,Silver,Hatchback,632,402,600
YD61OUW,2021-06-28,good,9.8,14000,4,none,Ford,Focus,Manual,Diesel,White,Hatchback,4257,489,4025
BJ63UZX,2021-06-28,average,7.7,140593,1,full,Mazda,Mazda2,Manual,Petrol,Grey,Hatchback,773,604,925
YR59FOC,2021-06-28,good,11.8,64314,3,partial,Mercedes-Benz,B Class,Automatic,Diesel,Silver,Hatchback,2272,1713,2100
AV06CUU,2021-06-28,good,15.3,130905,2,none,Hyundai,Matrix,Manual,Diesel,Silver,Hatchback,150,50,275
NV60LNJ,2021-06-28,average,10.4,66169,1,partial,Volkswagen,Polo,Manual,Petrol,Grey,Hatchback,3152,2557,3100
AO62LKP,2021-06-28,good,8.7,78725,1,full,Volkswagen,up!,Manual,Petrol,Red,Hatchback,2343,1937,2125
DU60FFW,2021-06-28,average,10.8,70000,1,full,BMW,1 Series,Manual,Petrol,Black,Convertible,3940,2788,2975
DN60WBT,2021-06-28,poor,10.5,86500,2,none,Toyota,RAV4,Manual,Diesel,Black,SUV,4627,3287,3675
EX57FCD,2021-06-28,poor,13.8,59000,4,partial,Audi,Q7,Automatic,Diesel,Black,SUV,7880,5995,5150
M14KUL,2021-06-28,average,7.2,76000,1,full,Mercedes-Benz,B Class,Automatic,Diesel,Black,Hatchback,5295,4499,5500
BN57USP,2021-06-28,excellent,13.8,65300,2,full,Mercedes-Benz,SL Class,Automatic,Petrol,Black,Convertible,8073,10000,8000
J20THJ,2021-06-28,average,8.9,92000,0,full,Toyota,Yaris,Manual,Petrol,White,Hatchback,2603,2585,2425
MV59VLD,2021-06-28,poor,11.3,124000,2,none,Vauxhall,Zafira,Manual,Petrol,Blue,MPV,287,237,475
LS11GDO,2021-06-28,good,10.3,68000,2,partial,Ford,Focus,Manual,Petrol,Blue,Hatchback,2047,1160,1800
GN63GKO,2021-06-28,poor,7.8,39965,1,partial,Peugeot,3008,Automatic,Diesel,Blue,SUV,4190,2649,3875
OE10RVA,2021-06-28,good,10.9,52000,1,partial,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,2317,2073,2750
FP10RNJ,2021-06-28,poor,11,108624,1,full,Toyota,Prius,Automatic,Petrol Hybrid,Blue,Hatchback,3775,3036,3300
KV09GYA,2021-06-28,good,12.3,92000,2,full,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,408,1142,675
SA07UVK,2021-06-28,average,14.3,155000,1,none,Honda,CR-V,Manual,Diesel,Black,SUV,396,494,750
NL60WPX,2021-06-28,poor,10.8,117000,2,none,Volkswagen,Golf,Automatic,Diesel,Silver,Hatchback,2145,1355,1850
CK09YKR,2021-06-28,average,12,100000,4,none,Chevrolet,Aveo,Manual,Petrol,Silver,Hatchback,150,50,200
CA09WMY,2021-06-28,good,11.9,57037,2,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,2083,1586,2500
KU56DRX,2021-06-28,average,14.8,86000,1,full,SEAT,Leon,Manual,Diesel,Grey,Hatchback,451,504,825
TN07PZD,2021-06-28,poor,14,89000,1,partial,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,3930,3003,2600
PL07RZJ,2021-06-28,good,14.3,60000,4,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,393,375,675
R7YJC,2021-06-28,good,9.6,98000,2,full,Mercedes-Benz,C Class,Manual,Diesel,White,Saloon,3999,3218,4100
DE57CHG,2021-06-28,good,13.8,61000,1,full,Volkswagen,Fox,Manual,Petrol,Black,Hatchback,644,585,575
NV60PWN,2021-06-28,poor,10.4,45000,2,partial,Renault,Megane,Manual,Diesel,Grey,Coupe,2337,1042,1225
CF08BNA,2021-06-28,poor,13,106000,3,partial,Vauxhall,Astra,Manual,Petrol,Blue,Hatchback,150,50,250
AU63VXL,2021-06-28,good,7.7,61000,1,partial,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,1953,1581,2150
LD10TCO,2021-06-28,poor,11.3,67000,1,none,Kia,Ceed,Manual,Petrol,Silver,Hatchback,1282,380,775
BN13PGF,2021-06-28,average,8.3,97000,2,full,Audi,TT,Manual,Diesel,Black,Coupe,7433,6826,7150
ET12CWK,2021-06-28,average,8.9,75000,2,full,Ford,Kuga,Automatic,Diesel,White,SUV,5603,4244,4850
OU10JXX,2021-06-28,good,11.3,146000,3,partial,Ford,Mondeo,Manual,Diesel,Blue,Hatchback,375,537,775
HK10ENO,2021-06-28,poor,11,70346,1,partial,Vauxhall,Zafira,Manual,Petrol,Silver,MPV,1298,799,1175
LV62VOA,2021-06-28,good,8.5,54000,2,partial,Vauxhall,Astra GTC,Automatic,Petrol,Black,Coupe,3504,2617,3475
