VRM,OfferDate,Condition,Age,Mileage,PreviousOwners,ServiceHistory,Make,Model,TransmissionType,FuelType,Colour,BodyType,TradeValuation1,CompetitorB,CompetitorC
FH11NTO,2021-06-23,average,9.9,78000,4,partial,Ford,Focus,Manual,Petrol,Silver,Hatchback,2421,1777,2225
KV65WRA,2021-06-23,good,5.7,48200,4,full,Mercedes-Benz,A Class,Automatic,Diesel,Blue,Hatchback,8909,7128,8900
PJ64ERY,2021-06-23,good,6.6,110000,1,full,Mitsubishi,Outlander,Automatic,Diesel,Black,SUV,5996,4319,5950
GU61ZVG,2021-06-23,good,9.7,100200,1,full,Honda,Jazz,Automatic,Petrol,Black,Hatchback,2118,1806,2475
KS06BVH,2021-06-23,poor,15.1,139439,3,none,Volkswagen,Touran,Manual,Diesel,Grey,MPV,150,283,475
DU59EYG,2021-06-23,poor,11.8,210000,3,full,BMW,1 Series,Manual,Diesel,Blue,Hatchback,150,209,425
BN14PFZ,2021-06-23,average,7.3,91000,1,none,Audi,A3,Manual,Petrol,Black,Saloon,6402,4274,5950
SA62CTV,2021-06-23,excellent,8.6,76917,3,full,Nissan,Juke,Automatic,Petrol,Black,SUV,4850,5000,4875
LN13XPZ,2021-06-23,excellent,8.3,55000,1,full,Jaguar,XF,Automatic,Petrol,Grey,Saloon,19179,20200,19050
OU60YDE,2021-06-23,good,10.8,112000,2,full,Nissan,Qashqai,Manual,Petrol,Grey,SUV,2576,2360,2650
WN62HZX,2021-06-23,average,8.7,81100,1,none,Kia,Rio,Manual,Diesel,Grey,Hatchback,2220,1670,1550
B9NAF,2021-06-23,good,9.3,124000,3,full,Land Rover,Discovery 4,Automatic,Diesel,Black,SUV,10867,9939,11000
AF14DTV,2021-06-23,good,7.3,70866,1,none,Ford,S-Max,Manual,Diesel,Silver,MPV,5759,4028,6200
WF56YCL,2021-06-23,good,14.6,85000,2,none,Ford,Focus,Manual,Diesel,Blue,Hatchback,417,389,550
BT63BAO,2021-06-23,average,7.5,119600,1,full,SEAT,Leon,Manual,Diesel,White,Hatchback,4620,3643,4425
YD10LXR,2021-06-23,poor,11.2,80000,3,partial,MINI,Hatch,Manual,Diesel,Black,Hatchback,1937,937,1475
AF56TTZ,2021-06-23,poor,14.8,94000,4,none,Vauxhall,Meriva,Manual,Petrol,Silver,MPV,150,50,150
PF16XRC,2021-06-23,good,5,104000,1,partial,Volkswagen,Passat,Manual,Diesel,Grey,Saloon,5565,3740,5450
WN62VTC,2021-06-23,good,8.7,84000,1,partial,Fiat,Punto,Manual,Petrol,Black,Hatchback,909,570,1125
MW12XNO,2021-06-23,average,8.9,35000,4,none,Vauxhall,Astra,Manual,Petrol,White,Hatchback,4104,2549,3450
SG12WPO,2021-06-23,poor,9.3,92600,2,full,BMW,X3,Automatic,Diesel,Grey,SUV,7341,5736,5650
PE60XLB,2021-06-23,good,10.7,60000,4,partial,Fiat,Punto Evo,Manual,Petrol,Black,Hatchback,1254,732,1100
NJ59HWH,2021-06-23,average,11.8,66560,3,partial,Nissan,Note,Manual,Diesel,Red,Hatchback,1088,619,1100
KV09ZKE,2021-06-23,good,12.2,89154,2,none,Fiat,Grande Punto,Manual,Petrol,Grey,Hatchback,329,398,475
CE11ZZC,2021-06-23,excellent,10.3,60000,2,full,Fiat,500,Manual,Petrol,White,Hatchback,1535,1630,1925
LR06XCA,2021-06-23,poor,15.1,70000,2,none,MINI,Hatch,Manual,Petrol,White,Hatchback,835,309,775
LG08XUB,2021-06-23,good,13.3,95000,3,partial,Kia,Carens,Automatic,Diesel,Black,MPV,717,669,800
HY08PZO,2021-06-23,average,13.3,98000,3,partial,MINI,Hatch,Manual,Diesel,Red,Hatchback,964,670,1050
RJ65OWG,2021-06-23,average,5.6,101000,2,partial,Mercedes-Benz,A Class,Manual,Diesel,Black,Hatchback,8246,6154,7600
ND60YSL,2021-06-23,average,10.4,51600,3,full,SEAT,Ibiza,Manual,Petrol,Red,Hatchback,2831,1615,2400
ML16WHR,2021-06-23,good,5.2,117800,1,partial,Audi,A4 Avant,Manual,Diesel,Grey,Estate,7716,6621,7650
SY13BZU,2021-06-23,excellent,8.1,60000,1,full,Toyota,AYGO,Manual,Petrol,Orange,Hatchback,1787,1780,1800
HN62VUE,2021-06-23,poor,8.6,98500,2,full,Renault,Megane,Manual,Diesel,Red,Hatchback,1337,675,1025
HK59OVD,2021-06-23,good,11.4,77777,2,partial,Volkswagen,Polo,Manual,Diesel,White,Hatchback,2081,1539,2350
KU19UUH,2021-06-23,excellent,2.2,72000,0,full,Mercedes-Benz,C Class,Automatic,Petrol,Black,Coupe,23128,20500,24300
WU10VTJ,2021-06-23,good,11.3,78284,1,full,Volkswagen,Polo,Manual,Petrol,Silver,Hatchback,2324,2462,2625
CX12WNS,2021-06-23,average,9.3,114000,3,partial,Subaru,XV,Manual,Diesel,White,SUV,3190,2177,2700
YG64POV,2021-06-23,poor,6.6,88333,2,none,Vauxhall,Zafira Tourer,Manual,Diesel,Brown,MPV,4128,3058,3400
MK60XHG,2021-06-23,poor,10.8,76000,2,full,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,1000,392,800
YC11ZDD,2021-06-23,good,10,72400,2,full,MINI,Clubman,Manual,Diesel,Black,Estate,3532,3133,3675
SH12XGF,2021-06-23,excellent,9.1,49000,1,full,Kia,Optima,Manual,Diesel,Silver,Saloon,5555,4735,4975
YX62OBA,2021-06-23,good,8.5,54000,1,partial,Toyota,Yaris,Manual,Petrol,White,Hatchback,3208,2586,3500
KP12OYF,2021-06-23,good,9.1,59000,2,full,Mercedes-Benz,E Class,Automatic,Diesel,Black,Saloon,6252,5158,5900
DY11FPE,2021-06-23,average,10.2,100000,2,partial,MINI,Hatch,Manual,Diesel,Red,Hatchback,1830,1491,1850
AO10YBP,2021-06-23,good,10.9,68000,2,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1116,820,1250
YE08KOJ,2021-06-23,good,13.1,130000,3,partial,Mercedes-Benz,C Class,Automatic,Diesel,Silver,Saloon,2277,2067,2525
PXZ2419,2021-06-23,good,14.2,175000,4,full,Audi,Q7,Automatic,Diesel,Grey,SUV,2996,2297,3200
EY59WDS,2021-06-23,average,11.4,93400,4,full,Vauxhall,Insignia,Manual,Diesel,Blue,Estate,1282,711,1050
LC08XXP,2021-06-23,average,13,55672,3,full,Kia,Sportage,Manual,Diesel,Grey,SUV,2270,1128,1575
BF63XLA,2021-06-23,average,7.7,56316,2,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,3985,3003,3650
EJ07DKD,2021-06-23,average,14.2,125000,4,partial,Mercedes-Benz,S Class,Automatic,Diesel,Blue,Saloon,2713,2177,2325
GJ17OJD,2021-06-23,excellent,4,75000,1,full,Audi,A3,Manual,Diesel,Black,Hatchback,11166,12000,12150
CU64WZB,2021-06-23,average,6.8,40000,1,full,Citroen,C1,Manual,Petrol,Black,Hatchback,3433,2796,2850
SK13LEF,2021-06-23,average,8.2,68100,2,partial,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,3429,2499,3300
MT10XKP,2021-06-23,average,11,90000,2,partial,BMW,3 Series,Automatic,Petrol,Silver,Saloon,2782,2177,2625
MF15FHA,2021-06-23,good,6.3,41200,2,none,Fiat,500,Manual,Petrol,White,Hatchback,2940,2360,2925
S111PAE,2021-06-23,excellent,9.1,36000,1,full,MINI,Countryman,Manual,Petrol,White,SUV,6612,6210,6250
KU62NRZ,2021-06-23,good,8.8,78000,1,full,Audi,A3,Manual,Diesel,Black,Hatchback,3537,2928,3575
MM12PYL,2021-06-23,good,8.9,38000,1,partial,Volkswagen,Polo,Manual,Petrol,Silver,Hatchback,4339,3804,4375
SC08UJF,2021-06-23,good,13,85000,1,partial,BMW,X5,Automatic,Diesel,Silver,SUV,5890,4987,5600
KM08AYE,2021-06-23,average,13.1,80000,2,full,Mercedes-Benz,B Class,Automatic,Petrol,Silver,Hatchback,1614,974,1550
RO57CJX,2021-06-23,average,13.8,138000,2,partial,Honda,Civic,Manual,Diesel,Silver,Hatchback,150,347,475
MF08VNW,2021-06-23,good,13.3,116970,2,full,Kia,Sorento,Automatic,Diesel,Grey,SUV,1009,1001,1125
M23TCL,2021-06-23,poor,6.6,96000,4,partial,Vauxhall,Astra GTC,Manual,Petrol,Red,Coupe,2471,1390,1850
WF62AXN,2021-06-23,good,8.7,35000,2,full,Citroen,DS5,Automatic,Diesel,Blue,Hatchback,6458,4895,5850
CP14HHY,2021-06-23,average,7,85000,2,full,MINI,Countryman,Manual,Diesel,White,SUV,4952,3845,4800
WF08OHS,2021-06-23,excellent,13.2,31000,4,full,Porsche,911,Automatic,Petrol,Black,Convertible,49904,52260,49100
CK63GOA,2021-06-23,average,7.5,74000,2,full,Citroen,DS3,Manual,Petrol,Blue,Hatchback,2412,1519,2350
GX14BWL,2021-06-23,good,7.1,73000,1,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,2590,2227,2950
RE11MYC,2021-06-23,good,10.1,92000,3,full,Audi,A5,Automatic,Petrol,Grey,Hatchback,6088,5140,5600
FD11EVW,2021-06-23,good,9.9,58300,3,full,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,1949,1082,1950
BK13ZNP,2021-06-23,good,8.2,92000,2,partial,Vauxhall,Corsa,Manual,Diesel,Bronze,Hatchback,1194,745,1225
SA60WLJ,2021-06-23,poor,10.7,48000,2,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,1428,593,1025
N17BNK,2021-06-24,good,11.8,115000,4,partial,Land Rover,Range Rover,Automatic,Diesel,Black,SUV,7334,6603,7600
ST59HNW,2021-06-24,poor,11.6,77040,3,partial,Vauxhall,Insignia,Manual,Petrol,Black,Hatchback,797,306,725
GU61ZVG,2021-06-24,average,9.7,100200,2,partial,Honda,Jazz,Automatic,Petrol,Black,Hatchback,2119,1503,2200
EO58NNX,2021-06-24,good,12.8,111000,2,partial,Ford,Mondeo,Manual,Petrol,Grey,Hatchback,419,523,725
FW12HJK,2021-06-24,good,8.9,65000,1,full,Audi,A3,Manual,Diesel,Grey,Hatchback,4133,3338,4150
RV13AUN,2021-06-24,good,8.3,181678,1,none,Volkswagen,Passat,Manual,Diesel,Black,Saloon,1474,1243,1775
EF13XCR,2021-06-24,average,7.9,61000,2,full,Ford,S-Max,Automatic,Diesel,Black,MPV,6347,4650,6050
WV64EDL,2021-06-24,good,6.8,84794,1,full,BMW,3 Series,Automatic,Diesel,Grey,Estate,6566,6827,7350
FT13SVW,2021-06-24,good,8.1,66000,1,full,Peugeot,308,Manual,Diesel,Grey,Hatchback,2440,1779,2425
FL60NYX,2021-06-24,average,10.7,71000,2,none,MINI,Clubman,Manual,Petrol,Black,Estate,3287,2150,2975
SA15VYM,2021-06-24,poor,6.2,41310,2,full,Ford,Ka,Manual,Petrol,Red,Hatchback,2516,1433,1800
FL61WNC,2021-06-24,good,9.5,77500,1,partial,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,1112,730,1400
BN13PGF,2021-06-24,average,8.3,97000,2,full,Audi,TT,Manual,Diesel,Black,Coupe,7372,6826,7150
WV56KZO,2021-06-24,poor,14.8,178000,4,partial,BMW,3 Series,Manual,Petrol,Black,Estate,681,299,750
CU10GUH,2021-06-24,poor,11.1,90646,2,partial,Land Rover,Freelander 2,Manual,Diesel,White,SUV,3949,2649,3600
DE07NPZ,2021-06-24,poor,14,193000,2,partial,Ford,C-Max,Manual,Petrol,Red,MPV,150,50,100
SK12VLZ,2021-06-24,excellent,9.3,44530,1,full,Subaru,XV,Manual,Petrol,Silver,SUV,5685,6000,6050
YY06OPP,2021-06-24,average,15,58000,4,partial,Vauxhall,Astra,Automatic,Petrol,Silver,Hatchback,812,496,675
KY61WGO,2021-06-24,poor,9.8,89000,1,full,Volkswagen,Passat,Manual,Diesel,Silver,Estate,4354,2435,3075
OV60BHO,2021-06-24,poor,10.5,181000,3,full,Saab,9-3,Manual,Diesel,White,Saloon,150,303,550
RJ08WDF,2021-06-24,average,12.9,103000,0,partial,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,469,140,375
WJ60WUH,2021-06-24,good,10.7,47473,1,partial,Volkswagen,Golf,Automatic,Diesel,Blue,Hatchback,4360,3282,4250
NX62PPK,2021-06-24,good,8.8,67000,2,partial,Land Rover,Range Rover Evoque,Manual,Diesel,White,SUV,11719,9959,11900
LS57LCS,2021-06-24,average,11,112600,3,partial,Vauxhall,Zafira,Automatic,Diesel,Blue,MPV,823,606,900
YS15LHO,2021-06-24,good,5.9,128000,1,partial,Ford,Focus,Manual,Diesel,Red,Estate,2810,2063,2500
NL06YBY,2021-06-24,good,15.3,87000,3,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,150,50,450
SK61PXP,2021-06-24,good,9.7,81500,2,partial,Ford,Fiesta,Manual,Diesel,Silver,Hatchback,2128,1647,2100
CY57HKG,2021-06-24,good,13.5,110000,4,none,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,150,50,375
NV06UTR,2021-06-24,average,15.1,83000,4,none,SKODA,Fabia,Manual,Petrol,Black,Hatchback,247,294,400
OV14FVY,2021-06-24,good,7.2,77000,2,full,Honda,CR-V,Manual,Diesel,Blue,SUV,6766,5537,6800
OY58MHA,2021-06-24,good,12.8,199000,4,none,Audi,A4 Avant,Automatic,Diesel,Silver,Estate,254,1085,950
YG56RHF,2021-06-24,poor,14.7,129999,1,full,Volkswagen,Passat,Manual,Diesel,Blue,Estate,507,246,525
EK59PEO,2021-06-24,poor,11.7,65000,4,none,Ford,Fiesta,Manual,Diesel,Silver,Hatchback,2034,968,1325
DV11XZL,2021-06-24,average,10,107800,1,partial,Peugeot,3008,Automatic,Diesel,Black,SUV,1587,1281,1550
NM08FRR,2021-06-24,poor,13,164587,0,none,Vauxhall,Vectra,Manual,Petrol,Blue,Hatchback,150,50,125
LG09JFX,2021-06-24,good,12,45000,2,partial,Toyota,Auris,Automatic,Petrol,Blue,Hatchback,2716,1743,2700
GJ09NPE,2021-06-24,average,12.2,154000,2,partial,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,631,610,1025
AD06CDY,2021-06-24,average,15,79890,2,full,Renault,Clio,Manual,Petrol,Silver,Hatchback,356,180,350
GY12DYO,2021-06-24,good,9.3,92600,3,full,Audi,Q7,Automatic,Diesel,Grey,SUV,12583,12080,12350
LN14BPY,2021-06-24,good,7.3,75796,1,full,Ford,Fiesta,Manual,Diesel,Black,Hatchback,3284,2779,3475
EU63XZB,2021-06-24,average,7.8,91600,2,partial,Hyundai,ix35,Manual,Diesel,White,SUV,3823,2739,4175
VE59BFA,2021-06-24,average,11.6,53111,4,full,Audi,S3,Automatic,Petrol,Black,Hatchback,11343,9015,9350
FE15SPZ,2021-06-24,good,6.3,73500,3,full,BMW,2 Series,Manual,Diesel,Grey,Coupe,9306,8549,9050
AJ06NFN,2021-06-24,average,15.1,110000,2,partial,Volkswagen,Golf,Manual,Petrol,Grey,Hatchback,414,454,625
V7JTW,2021-06-24,good,7.6,45500,1,partial,MINI,Countryman,Automatic,Petrol,Brown,SUV,9281,7184,7950
YF59VRK,2021-06-24,good,11.4,74000,2,full,Vauxhall,Insignia,Manual,Petrol,Silver,Hatchback,906,712,1200
EK59UJS,2021-06-24,poor,11.7,96763,2,partial,Lexus,RX 450h,Automatic,Petrol Hybrid,Black,SUV,8210,7346,6700
DY10TFO,2021-06-24,poor,11.3,85500,2,partial,MINI,Clubman,Manual,Petrol,Black,Estate,3951,1956,2200
WV56NWM,2021-06-24,average,14.7,101000,1,full,Toyota,Corolla Verso,Manual,Petrol,Grey,MPV,416,507,700
SH08WSL,2021-06-24,average,13.1,89000,3,none,Citroen,Grand C4 Picasso,Manual,Diesel,Red,MPV,496,441,625
SC10WEO,2021-06-24,good,10.9,30000,2,full,Chevrolet,Spark,Manual,Petrol,Blue,Hatchback,1002,585,975
MT62UKZ,2021-06-24,poor,8.5,81000,1,full,Mercedes-Benz,B Class,Manual,Diesel,White,Hatchback,5110,3453,3925
DN15CGX,2021-06-24,good,6.2,77581,1,full,Nissan,Qashqai,Manual,Diesel,White,SUV,6602,5861,6700
K10UMP,2021-06-24,good,9.9,134000,2,partial,Volkswagen,Passat,Manual,Diesel,Grey,Estate,1633,1463,1875
RF59AZT,2021-06-24,poor,11.5,106000,2,none,SKODA,Fabia,Manual,Diesel,Blue,Estate,612,282,775
FH13NKK,2021-06-24,good,8,78310,1,full,Ford,Fiesta,Manual,Petrol,White,Hatchback,2928,2340,3175
GU13KNN,2021-06-24,good,8.3,53245,1,full,MINI,Hatch,Manual,Petrol,Silver,Hatchback,3469,2731,3350
HU03PER,2021-06-24,good,7.7,45154,2,full,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,4028,3218,4125
EY11VDL,2021-06-24,poor,10.1,109000,2,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,517,324,575
DY06VBN,2021-06-24,poor,15.3,108000,2,none,Vauxhall,Astra,Manual,Petrol,Silver,Hatchback,150,50,225
EJ62UOT,2021-06-24,poor,8.6,46619,2,partial,Nissan,Juke,Manual,Petrol,Black,SUV,5183,3344,3775
GC65XAB,2021-06-24,poor,5.5,87229,2,full,BMW,5 Series Gran Turismo,Automatic,Diesel,Grey,Hatchback,12309,10216,10350
LL15EDU,2021-06-24,good,6.2,73000,1,full,Mercedes-Benz,C Class,Automatic,Diesel Hybrid,Black,Saloon,10348,9717,10300
FN64UVV,2021-06-24,good,6.8,88000,1,full,Volkswagen,CC,Automatic,Diesel,Silver,Saloon,6034,5861,5800
LG13HZY,2021-06-24,good,8.3,81250,1,full,Vauxhall,ADAM,Manual,Petrol,Blue,Hatchback,2555,1742,2525
T7KEX,2021-06-24,good,9.4,103640,1,full,Nissan,Qashqai,Manual,Diesel,White,SUV,3260,2626,3125
HX63XFV,2021-06-24,good,7.6,42000,3,partial,Peugeot,308 SW,Manual,Diesel,Blue,Estate,3388,1787,2925
SH10OKD,2021-06-24,good,10.9,70100,2,partial,Volvo,XC90,Automatic,Diesel,Silver,SUV,5950,6150,6500
S18GLH,2021-06-24,excellent,7.7,44000,2,full,Citroen,DS4,Manual,Diesel,Black,Hatchback,4061,4300,4975
KX07JPD,2021-06-24,poor,13.8,78000,2,full,Peugeot,207,Manual,Petrol,Grey,Hatchback,154,50,325
GY06YRF,2021-06-24,poor,15.2,125347,2,full,Volvo,V50,Automatic,Petrol,Blue,Estate,954,480,500
LG63VBJ,2021-06-24,good,7.7,64000,2,partial,Vauxhall,Zafira Tourer,Automatic,Petrol,Black,MPV,4673,3571,4850
HT06OXF,2021-06-25,average,14.9,57748,1,partial,Renault,Clio,Manual,Petrol,Silver,Hatchback,533,387,525
KG07ODH,2021-06-25,good,14.3,124000,3,partial,Vauxhall,Vectra,Manual,Petrol,Silver,Hatchback,150,50,275
KM08AYE,2021-06-25,good,13.1,85000,2,partial,Mercedes-Benz,B Class,Automatic,Petrol,Silver,Hatchback,1538,1103,1725
CA56KFR,2021-06-25,poor,14.4,104231,4,none,Ford,Focus,Manual,Petrol,Silver,Hatchback,365,195,350
YP60VYJ,2021-06-25,excellent,10.5,108450,3,partial,Mercedes-Benz,C Class,Manual,Petrol,Red,Saloon,2263,2260,2625
F13MSB,2021-06-25,good,6.3,92000,2,full,Nissan,Qashqai,Manual,Diesel,Grey,SUV,6923,6176,7150
NL13LUP,2021-06-25,average,8.1,73330,1,none,Renault,Clio,Manual,Petrol,Silver,Hatchback,2199,1744,2075
LS59KMF,2021-06-25,good,11.7,162000,1,full,BMW,1 Series,Manual,Diesel,White,Hatchback,508,678,1350
AY56ZGM,2021-06-25,poor,14.4,91354,3,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,404,50,325
MM12PYL,2021-06-25,good,8.9,38000,1,partial,Volkswagen,Polo,Manual,Petrol,Silver,Hatchback,4346,3778,4375
ST64WUB,2021-06-25,good,6.4,28500,0,partial,Hyundai,i10,Manual,Petrol,Blue,Hatchback,3337,2564,3325
KO16TKT,2021-06-25,poor,5,82500,2,none,Ford,Focus,Manual,Diesel,Black,Hatchback,5316,3930,4400
KW07CYL,2021-06-25,poor,14,33966,2,partial,Peugeot,207,Manual,Petrol,Black,Hatchback,887,266,525
LA08FRJ,2021-06-25,poor,13,42952,1,partial,BMW,3 Series,Automatic,Petrol,Blue,Saloon,2439,2214,2350
TN07PZD,2021-06-25,poor,14,89000,1,partial,Volkswagen,Golf,Manual,Petrol,Black,Hatchback,3937,3003,2600
LG62MZV,2021-06-25,good,8.8,23000,1,partial,Volkswagen,Polo,Automatic,Petrol,Black,Hatchback,8784,7622,8250
LD64YMG,2021-06-25,average,6.5,76000,1,partial,Suzuki,Alto,Manual,Petrol,White,Hatchback,1392,771,1425
YA55BUD,2021-06-25,good,7.8,55000,2,partial,BMW,3 Series,Manual,Petrol,Black,Saloon,6169,5046,6500
WF08OHS,2021-06-25,excellent,13.2,32000,4,full,Porsche,911,Automatic,Petrol,Black,Convertible,49558,51920,48600
NA06ZUC,2021-06-25,poor,15.3,71000,4,full,Volkswagen,Beetle,Manual,Petrol,Black,Hatchback,614,280,475
FN10GJV,2021-06-25,average,11.3,118678,3,partial,Ford,Fiesta,Manual,Diesel,Black,Hatchback,680,480,875
FE06BZA,2021-06-25,average,15.2,139976,4,partial,Nissan,Pathfinder,Manual,Diesel,Grey,SUV,2187,1274,2050
VE59BFA,2021-06-25,poor,11.6,53137,4,full,Audi,S3,Automatic,Petrol,Black,Hatchback,11337,8631,8100
KN57GPF,2021-06-25,poor,13.6,53000,4,partial,Peugeot,307 CC,Automatic,Petrol,Blue,Convertible,1245,309,700
S88NJG,2021-06-25,good,8.2,66000,3,partial,Mercedes-Benz,C Class,Automatic,Diesel,Black,Estate,7645,5763,6900
J20THJ,2021-06-25,average,8.9,92000,0,full,Toyota,Yaris,Manual,Petrol,White,Hatchback,2576,1813,2450
VU65XUF,2021-06-25,good,5.8,45000,1,full,Suzuki,Celerio,Manual,Petrol,Red,Hatchback,3446,3481,3350
N66GLC,2021-06-25,average,6.3,80000,1,full,Land Rover,Range Rover Evoque,Manual,Diesel,Blue,SUV,15112,14242,14900
VA11DWU,2021-06-25,good,10,55000,2,full,Volkswagen,Passat,Manual,Diesel,Black,Estate,5873,3936,5150
LL58CCA,2021-06-25,average,12.6,78550,1,full,Toyota,Yaris,Manual,Petrol,Silver,Hatchback,792,584,825
CK13WXB,2021-06-25,good,8,37600,2,partial,Kia,Sportage,Manual,Diesel,White,SUV,6770,4973,7800
MJ08VHE,2021-06-25,average,13.1,119257,2,none,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,189,360,400
EA10ZTV,2021-06-25,good,11.1,86000,3,full,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,1227,976,1475
TLZ8943,2021-06-25,poor,14.1,79000,3,full,Ford,C-Max,Automatic,Petrol,Blue,MPV,982,411,675
RV65WTD,2021-06-25,good,5.6,70000,1,full,Honda,HR-V,Manual,Diesel,Grey,SUV,7501,6460,6550
EO62OSL,2021-06-25,excellent,8.6,57000,2,none,Ford,Focus,Manual,Diesel,Silver,Hatchback,3395,3000,3575
RV62XVG,2021-06-25,good,8.7,60000,3,full,BMW,1 Series,Automatic,Petrol,Black,Hatchback,11176,9024,10050
KY58CVS,2021-06-25,good,12.8,46800,1,partial,Mercedes-Benz,CLK,Automatic,Petrol,Black,Coupe,3370,2608,3300
FG12RXM,2021-06-25,good,9.2,100000,3,partial,Audi,A3,Manual,Diesel,White,Hatchback,2795,2340,3200
MS10SAW,2021-06-25,average,10.9,46000,1,partial,Mercedes-Benz,B Class,Automatic,Diesel,Black,Hatchback,3341,2272,2825
AJ13EBD,2021-06-25,good,8,101893,4,none,Ford,Fiesta,Manual,Petrol,Blue,Hatchback,2540,1660,2475
DY62LRZ,2021-06-25,average,8.5,94000,1,none,Vauxhall,Insignia,Manual,Diesel,Silver,Hatchback,1717,1098,1500
J66AVN,2021-06-25,poor,12.5,172000,2,partial,BMW,3 Series,Manual,Diesel,Silver,Saloon,399,407,775
PJ12VWE,2021-06-25,good,8.9,116541,2,partial,Nissan,Juke,Manual,Petrol,White,SUV,2264,1730,2400
EA62BYB,2021-06-25,good,8.7,174000,2,none,Ford,Mondeo,Manual,Diesel,Grey,Hatchback,541,682,950
CA12OAK,2021-06-25,poor,9.3,102000,3,full,Ford,Fiesta,Manual,Petrol,Black,Hatchback,2443,1361,1575
GN63GKO,2021-06-25,poor,7.8,39800,2,partial,Peugeot,3008,Automatic,Diesel,Blue,SUV,4203,2620,3775
D11RAL,2021-06-25,good,11.3,135000,2,partial,Land Rover,Discovery 4,Automatic,Diesel,Black,SUV,8212,7738,8750
S18JSX,2021-06-25,average,8.3,72300,3,full,BMW,X3,Automatic,Diesel,Blue,SUV,9165,7494,7800
M300NPD,2021-06-25,excellent,9,56751,2,full,BMW,M3,Automatic,Petrol,Black,Coupe,21183,18620,17950
SL61HKY,2021-06-25,good,9.8,44000,1,partial,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1739,1401,2000
LV59ZXS,2021-06-25,average,11.6,66000,1,none,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,827,428,875
GF57OGS,2021-06-25,good,13.7,30000,1,partial,Ford,Focus,Manual,Petrol,Black,Hatchback,1276,669,1350
YC10BVR,2021-06-25,average,11.1,77000,2,none,Renault,Scenic,Automatic,Petrol,Blue,MPV,1668,805,1250
M19ESR,2021-06-25,excellent,10.7,83000,1,full,Audi,S3,Manual,Petrol,Silver,Hatchback,8402,7370,8150
BN13PGF,2021-06-25,average,8.3,97000,2,full,Audi,TT,Manual,Diesel,Black,Coupe,7395,6590,7150
LN14BPY,2021-06-25,good,7.3,75796,1,full,Ford,Fiesta,Manual,Diesel,Black,Hatchback,3287,2707,3475
EK59UJS,2021-06-25,poor,11.7,96800,2,partial,Lexus,RX 450h,Automatic,Petrol Hybrid,Black,SUV,8145,7342,6650
PK61XNN,2021-06-25,good,9.5,45270,4,full,Toyota,Prius,Automatic,Petrol Hybrid,White,Hatchback,6226,5108,6000
SH58CDU,2021-06-25,average,12.4,115000,2,partial,Mazda,Mazda3,Manual,Petrol,Red,Hatchback,156,370,450
GY11ZYD,2021-06-25,poor,10.1,110000,2,partial,Volkswagen,Touran,Manual,Diesel,Blue,MPV,3228,2123,2475
WN59VJL,2021-06-26,average,11.7,104000,3,partial,Honda,Civic,Manual,Petrol,Silver,Hatchback,1112,976,1225
GL11YHO,2021-06-26,good,9.9,54000,1,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1674,1327,1850
MV10UXJ,2021-06-26,good,11.3,84500,1,full,Fiat,Panda,Manual,Petrol,Black,Hatchback,301,433,475
LIG9011,2021-06-26,good,12.7,78000,2,partial,Jaguar,XF,Automatic,Diesel,Grey,Saloon,3301,2495,3350
RA58FRD,2021-06-26,poor,12.4,58360,2,partial,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,962,347,725
LV12ECZ,2021-06-26,poor,9.2,70000,2,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,2895,1956,2200
FP58WZY,2021-06-26,average,12.5,88000,3,full,Ford,Ka,Manual,Petrol,White,Hatchback,420,411,625
OU15ULD,2021-06-26,average,6.3,74500,1,partial,Vauxhall,ADAM,Manual,Petrol,Blue,Hatchback,3170,2634,2900
YH59DWW,2021-06-26,average,11.7,97300,2,full,BMW,X5,Automatic,Diesel,Silver,SUV,8360,6617,6450
Y111GRM,2021-06-26,average,10.7,164000,2,full,Mercedes-Benz,E Class,Automatic,Diesel,Blue,Estate,2383,1878,2200
YS11XJL,2021-06-26,good,9.9,49277,3,partial,Kia,Picanto,Manual,Petrol,Black,Hatchback,1546,1195,1625
