,,,,,,,
VRM,PurchaseDate,SaleDate,Mileage,GradeatAuction,TradeValuation2,SalePrice,Sale_TradeValuation2
YP14AYW,2021-05-28,2021-07-01,21198,2,2675,2900,108.40%
MM10AVF,2021-05-28,2021-06-28,69766,3,2325,2300,98.90%
EX64EWR,2021-05-28,2021-06-24,72605,3,9525,9550,100.30%
DY65EOM,2021-05-28,2021-06-28,70550,2,4350,4350,100.00%
DA60GCX,2021-05-28,2021-06-24,117968,3,1275,1000,78.40%
DG56CWE,2021-05-28,2021-06-28,101970,4,630,625,99.20%
LN59WOY,2021-05-28,2021-07-01,36566,4,2275,2500,109.90%
EA08AUE,2021-05-29,2021-06-28,65252,2,2525,2950,116.80%
RO14FHU,2021-05-29,2021-06-24,106636,2,5350,5400,100.90%
YR11WDT,2021-05-29,2021-06-21,60460,4,3575,3300,92.30%
MJ10YKW,2021-05-29,2021-06-21,129867,4,2075,1800,86.70%
OV11OSN,2021-05-29,2021-06-21,68415,5,2625,2100,80.00%
YT59XKO,2021-05-29,2021-06-28,78733,4,630,200,31.70%
GF09FYS,2021-05-29,2021-06-21,106519,4,3525,3650,103.50%
RV61OZO,2021-05-29,2021-06-21,88299,3,2225,2200,98.90%
NG12OEX,2021-05-29,2021-06-21,55059,2,3650,3950,108.20%
KN63ZPT,2021-05-29,2021-06-24,71419,4,6050,5950,98.30%
BK06OKM,2021-05-29,2021-07-01,46442,4,810,575,71.00%
WF12YZY,2021-05-30,2021-06-24,66369,3,6025,6800,112.90%
FE12OUH,2021-05-30,2021-06-28,123109,4,2200,1750,79.50%
VO11NPG,2021-05-30,2021-07-05,113347,4,3900,3350,85.90%
LN63XWW,2021-05-30,2021-06-21,58915,3,4975,5400,108.50%
R30JAX,2021-05-30,2021-07-05,86968,3,760,900,118.40%
ND60EER,2021-05-30,2021-06-24,139066,3,1925,2500,129.90%
LJ63BMV,2021-05-30,2021-06-21,36800,3,5050,5200,103.00%
DG60XHL,2021-05-30,2021-06-24,67104,4,1925,1750,90.90%
MK59ANX,2021-05-30,2021-06-21,121574,4,3500,3300,94.30%
YK12XFZ,2021-05-30,2021-07-06,114067,,3050,2700,88.50%
LD13LVT,2021-05-30,2021-06-24,72162,3,12600,13400,106.30%
AO61VFX,2021-05-30,2021-06-28,58133,3,2750,2650,96.40%
VO10ZJY,2021-05-30,2021-06-28,80318,4,2000,2250,112.50%
LM60UCX,2021-05-31,2021-06-24,56528,4,1075,950,88.40%
KV57LZF,2021-05-31,2021-06-21,75966,4,1575,1575,100.00%
FV16AKY,2021-05-31,2021-06-28,83921,4,2900,2700,93.10%
YD12XVR,2021-05-31,2021-06-24,122395,3,1375,1200,87.30%
LX64TWC,2021-05-31,2021-06-24,40229,2,2700,3400,125.90%
AF61VFX,2021-05-31,2021-06-24,103010,3,2000,1625,81.30%
YK61UER,2021-05-31,2021-07-01,79055,3,1750,1750,100.00%
AK61VUJ,2021-05-31,2021-06-24,68965,4,1300,1025,78.80%
RV07VLM,2021-05-31,2021-07-05,78019,3,690,700,101.40%
LX14WNE,2021-05-31,2021-06-24,38215,3,2525,3000,118.80%
WT63DZX,2021-05-31,2021-06-17,57768,2,2800,3050,108.90%
LM12YJO,2021-05-31,2021-06-21,56220,5,6200,5500,88.70%
EF64KZP,2021-05-31,2021-06-22,95230,,3225,3025,93.80%
DA10BFP,2021-06-01,2021-06-28,54931,3,2975,3150,105.90%
HV63DJU,2021-06-01,2021-06-30,96439,,15750,16450,104.40%
WV12XYZ,2021-06-01,2021-06-21,37978,2,4350,5250,120.70%
AU14EJJ,2021-06-01,2021-06-17,72444,4,11750,10800,91.90%
EJ09NJZ,2021-06-01,2021-06-24,64715,4,4050,3600,88.90%
CN13ZUD,2021-06-01,2021-06-21,78379,3,5250,5250,100.00%
WJ62CDU,2021-06-01,2021-06-17,37729,3,3750,3800,101.30%
EY10TXP,2021-06-01,2021-06-24,70089,4,1525,1800,118.00%
VK62XNS,2021-06-01,2021-07-01,40477,4,7575,6900,91.10%
NL09OMC,2021-06-01,2021-07-05,109876,4,1075,800,74.40%
WR59NBY,2021-06-01,2021-06-21,73212,4,1625,1450,89.20%
GY60TWL,2021-06-01,2021-06-28,91437,4,1075,850,79.10%
CE12UGY,2021-06-01,2021-06-24,73139,3,2475,2200,88.90%
LN56SWK,2021-06-01,2021-06-28,105038,4,730,275,37.70%
VU60TGK,2021-06-02,2021-06-28,93430,4,3350,2500,74.60%
WF61UMG,2021-06-02,2021-06-28,126392,4,4400,3550,80.70%
SP59YJN,2021-06-02,2021-06-17,68989,4,4600,4150,90.20%
ST60HYV,2021-06-02,2021-06-24,45634,3,1275,1850,145.10%
BN58CSO,2021-06-02,2021-06-24,48149,4,1050,950,90.50%
SA59OMW,2021-06-02,2021-06-24,86175,4,760,700,92.10%
EJ13WNB,2021-06-02,2021-06-21,116180,,1500,950,63.30%
EA07GZM,2021-06-02,2021-06-21,123241,4,1825,1600,87.70%
YG07RUJ,2021-06-02,2021-06-21,75318,4,1350,1200,88.90%
KY07FVD,2021-06-02,2021-07-01,71792,2,13150,14050,106.80%
OU13ZSG,2021-06-02,2021-06-24,62751,3,2550,2900,113.70%
LM07JJK,2021-06-02,2021-07-01,107501,4,5175,4650,89.90%
YE63TWF,2021-06-02,2021-06-17,37502,2,6900,8700,126.10%
WV15PVK,2021-06-02,2021-06-24,79201,3,5750,7000,121.70%
OV06LTF,2021-06-02,2021-07-05,131537,4,1875,1500,80.00%
ST56KFE,2021-06-03,2021-07-01,198315,4,1750,1550,88.60%
LP62CKU,2021-06-03,2021-06-28,54077,3,4350,5500,126.40%
BK59YBT,2021-06-03,2021-06-24,116114,4,480,300,62.50%
SC62KOB,2021-06-03,2021-06-24,109635,3,1200,800,66.70%
LM60LLZ,2021-06-03,2021-06-24,89862,3,7950,7950,100.00%
LB06VAA,2021-06-03,2021-06-24,51215,4,750,400,53.30%
YG63OTE,2021-06-03,2021-06-17,49731,3,3325,3750,112.80%
LC65COU,2021-06-03,2021-06-21,72866,3,14650,14400,98.30%
FT08HRJ,2021-06-03,2021-06-24,70468,4,1450,1450,100.00%
SD09OVC,2021-06-03,2021-06-24,101427,3,580,450,77.60%
YB57AWM,2021-06-03,2021-06-28,121087,5,1200,750,62.50%
EX60CXM,2021-06-04,2021-06-24,35398,3,2450,2500,102.00%
GJ13TMO,2021-06-04,2021-06-24,88161,4,2275,2300,101.10%
LY63AWM,2021-06-04,2021-06-24,105027,3,6325,6550,103.60%
KP63CRZ,2021-06-04,2021-06-21,81942,3,3250,3300,101.50%
YC61DCU,2021-06-04,2021-06-24,84406,4,2500,1900,76.00%
NA64EYX,2021-06-04,2021-07-05,93554,4,5850,5550,94.90%
OV61CKD,2021-06-04,2021-06-24,122330,2,3700,3300,89.20%
VX14OBD,2021-06-04,2021-06-21,74379,4,5625,5000,88.90%
LO61GRK,2021-06-04,2021-06-28,69002,4,5575,5300,95.10%
ML57HUU,2021-06-04,2021-06-28,131581,3,740,600,81.10%
LT12FFV,2021-06-04,2021-06-24,71238,4,3300,2700,81.80%
NA09LFH,2021-06-04,2021-06-21,132780,4,2075,1700,81.90%
LD06XYR,2021-06-04,2021-06-24,83470,3,510,500,98.00%
RJ59UYG,2021-06-04,2021-06-24,90725,4,2900,2850,98.30%
EO12UNN,2021-06-04,2021-06-24,118415,5,4125,2700,65.50%
FP13BYL,2021-06-04,2021-06-28,74763,3,14300,15400,107.70%
MT57SBV,2021-06-04,2021-07-01,135200,3,1200,1050,87.50%
KF07BHS,2021-06-04,2021-07-01,96692,3,2350,2175,92.60%
DN10HYG,2021-06-05,2021-06-24,63197,4,1450,1000,69.00%
KM14FNG,2021-06-05,2021-07-01,92718,2,2875,3000,104.30%
FL11JGO,2021-06-05,2021-06-28,82386,4,5675,5050,89.00%
ML12GXC,2021-06-05,2021-07-05,88374,2,4700,5050,107.40%
OY62XUK,2021-06-05,2021-07-05,63986,4,10800,10600,98.10%
NU08KNM,2021-06-05,2021-06-28,90509,4,850,725,85.30%
KM10XXA,2021-06-05,2021-06-24,60979,3,3450,3300,95.70%
BT12VAO,2021-06-05,2021-06-24,95146,4,2150,1800,83.70%
FH12MYL,2021-06-05,2021-06-24,70558,3,2350,2450,104.30%
EK07JLU,2021-06-06,2021-07-05,61298,3,2525,2850,112.90%
KY66JZU,2021-06-06,2021-06-21,74534,3,7775,8150,104.80%
BP11XEV,2021-06-06,2021-07-01,67028,4,2500,2350,94.00%
RJ12GNP,2021-06-06,2021-06-28,64301,3,1925,2100,109.10%
HV08YNP,2021-06-06,2021-06-28,79169,3,1350,1200,88.90%
FH62URT,2021-06-06,2021-06-24,28978,5,3100,3050,98.40%
FD13MKA,2021-06-06,2021-06-24,137300,4,2000,1300,65.00%
HJ13KUH,2021-06-06,2021-06-24,75134,3,3075,2650,86.20%
PK62NHC,2021-06-06,2021-06-28,71344,2,3525,3850,109.20%
DU62YOD,2021-06-06,2021-06-24,79279,3,2500,2300,92.00%
EN13NAA,2021-06-06,2021-06-28,47075,5,1675,1000,59.70%
HV60LLM,2021-06-06,2021-06-24,89330,2,2300,2350,102.20%
LJ59BXO,2021-06-06,2021-06-24,90192,4,940,550,58.50%
FG12WTO,2021-06-06,2021-07-05,121262,3,1475,1450,98.30%
OV57EKP,2021-06-07,2021-06-28,111849,3,3950,4450,112.70%
FY60XFX,2021-06-07,2021-06-28,88825,3,1800,1950,108.30%
FP62FFG,2021-06-07,2021-07-01,21501,4,4225,3600,85.20%
OV62MYF,2021-06-07,2021-06-28,134638,3,2025,1600,79.00%
YT61NHN,2021-06-07,2021-06-24,60447,2,1425,1200,84.20%
CA12HHU,2021-06-07,2021-06-28,35677,1,5625,5700,101.30%
GP08VZL,2021-06-07,2021-07-01,79500,5,750,750,100.00%
MA61GPY,2021-06-07,2021-06-24,45013,5,2100,1450,69.00%
CA10GWE,2021-06-07,2021-07-05,78832,4,2100,2050,97.60%
CA59CKD,2021-06-07,2021-06-28,83241,3,2275,2200,96.70%
LR12WMJ,2021-06-07,2021-06-24,71701,4,1575,1100,69.80%
LB14FXD,2021-06-07,2021-06-28,136927,2,3700,3750,101.40%
YE14LVV,2021-06-07,2021-06-24,118995,3,4875,5300,108.70%
VO11XNR,2021-06-07,2021-06-28,154400,4,1625,1200,73.80%
HD12FNA,2021-06-07,2021-06-24,44467,3,7750,8050,103.90%
WU08GYO,2021-06-07,2021-06-28,98196,4,680,300,44.10%
NX11USO,2021-06-07,2021-07-01,78018,4,1350,1275,94.40%
YC11ENN,2021-06-08,2021-06-21,101030,4,1575,1350,85.70%
CY10BKZ,2021-06-08,2021-07-05,48577,3,1875,2600,138.70%
YD11WTV,2021-06-08,2021-07-05,111024,5,1850,1400,75.70%
WF07PSX,2021-06-08,2021-06-24,110585,4,1700,2175,127.90%
AK62FSY,2021-06-08,2021-06-24,108683,4,4675,4050,86.60%
SP63NNG,2021-06-08,2021-06-28,44449,3,8550,8650,101.20%
WP57CCA,2021-06-08,2021-06-24,89600,3,1175,1150,97.90%
KP13DXD,2021-06-08,2021-06-28,80871,4,5425,5300,97.70%
NJ61USW,2021-06-08,2021-06-28,36391,4,1500,1050,70.00%
A13LBF,2021-06-08,2021-06-28,68098,3,7375,7450,101.00%
DA13FNX,2021-06-08,2021-06-28,50226,3,8200,7950,97.00%
WL11GXR,2021-06-08,2021-07-05,49571,4,2500,2700,108.00%
SL06MXD,2021-06-08,2021-06-28,72325,4,950,1050,110.50%
HJ10URW,2021-06-08,2021-06-28,56062,4,2625,2900,110.50%
YR07CBU,2021-06-08,2021-07-01,66173,3,1350,1275,94.40%
SJ14KCX,2021-06-08,2021-06-28,127486,5,2125,1400,65.90%
LL63OTP,2021-06-08,2021-06-28,81029,4,8275,7850,94.90%
DV60RTX,2021-06-09,2021-06-28,74069,4,1925,1325,68.80%
FH61HJJ,2021-06-09,2021-06-28,84643,4,5200,4600,88.50%
MJ07YRY,2021-06-09,2021-06-28,46237,5,2000,1400,70.00%
EO13WKW,2021-06-09,2021-06-24,87109,2,3075,3025,98.40%
NK63WCF,2021-06-09,2021-06-24,45063,3,2050,2250,109.70%
SH65YUR,2021-06-09,2021-06-24,77521,3,7700,9000,116.90%
BD59CPX,2021-06-09,2021-06-28,87090,3,980,900,91.80%
CE60UHT,2021-06-09,2021-07-01,91548,4,3825,3450,90.20%
YF11BZB,2021-06-09,2021-07-01,71608,4,900,700,77.80%
PX08YKN,2021-06-09,2021-07-05,66418,4,1325,1200,90.60%
EO13OCP,2021-06-09,2021-07-05,76905,3,2925,3200,109.40%
VU57YVR,2021-06-09,2021-06-28,60086,4,820,525,64.00%
DU58NWD,2021-06-09,2021-07-05,76675,3,3575,3600,100.70%
LF65ZFL,2021-06-09,2021-06-28,111011,3,7450,7600,102.00%
MA64BHN,2021-06-10,2021-06-24,78866,3,10100,11700,115.80%
WN10CKX,2021-06-10,2021-06-28,73078,4,2775,2850,102.70%
YR56HHM,2021-06-10,2021-06-24,101659,4,1250,1025,82.00%
CN15XYA,2021-06-10,2021-06-28,60856,3,3075,3250,105.70%
BG13RXM,2021-06-10,2021-06-28,72847,4,1950,1700,87.20%
HY13ZHP,2021-06-10,2021-06-28,81006,3,2075,1600,77.10%
EF57LMX,2021-06-10,2021-07-01,114409,5,1950,1350,69.20%
GF62OVX,2021-06-10,2021-07-05,102190,3,7250,7600,104.80%
FR12CME,2021-06-10,2021-07-06,48838,,5125,4650,90.70%
SW58FBY,2021-06-10,2021-06-24,62433,3,2950,2900,98.30%
YX10YXB,2021-06-11,2021-06-28,30915,4,3200,3900,121.90%
LG08TYA,2021-06-11,2021-06-28,133496,4,2125,1550,72.90%
NL12KGV,2021-06-11,2021-07-01,92534,4,2750,2300,83.60%
SE07OZH,2021-06-11,2021-07-01,83552,3,3600,3250,90.30%
FN65JNL,2021-06-11,2021-06-28,76196,4,6100,5900,96.70%
YT64NWP,2021-06-11,2021-06-24,100514,3,2975,2775,93.30%
LB12EGK,2021-06-11,2021-06-24,36577,5,2225,1550,69.70%
AP07VNY,2021-06-11,2021-06-28,111658,4,580,350,60.30%
FN62XGX,2021-06-11,2021-07-01,77987,3,2550,4050,158.80%
KP06XUR,2021-06-11,2021-07-01,134567,4,480,250,52.10%
SA58UBU,2021-06-11,2021-06-28,40327,4,1675,1950,116.40%
WM10PXV,2021-06-11,2021-06-28,50756,5,1275,1050,82.40%
EF10OHB,2021-06-11,2021-06-28,94534,4,1900,1475,77.60%
HN08ZUD,2021-06-12,2021-07-05,95314,4,650,475,73.10%
PN64URS,2021-06-12,2021-06-28,108384,2,3075,3150,102.40%
WR13UBX,2021-06-12,2021-06-28,34191,2,11400,13000,114.00%
CX11RMO,2021-06-12,2021-07-01,90826,4,2200,1950,88.60%
MF62LYO,2021-06-12,2021-06-28,63421,4,2075,1700,81.90%
ND63HRK,2021-06-12,2021-07-05,71553,2,7900,8700,110.10%
LB57KHV,2021-06-13,2021-07-05,84502,4,5150,5100,99.00%
GJ61BNZ,2021-06-13,2021-06-28,64565,2,1875,2100,112.00%
NM07WWB,2021-06-13,2021-07-05,117324,4,530,350,66.00%
SG62DZH,2021-06-13,2021-07-01,61939,3,2975,3100,104.20%
LC61OMY,2021-06-13,2021-07-05,76660,4,4875,4350,89.20%
GP08NFM,2021-06-13,2021-07-05,83120,4,1200,1375,114.60%
GV60EYS,2021-06-13,2021-07-05,62114,4,4350,4850,111.50%
LM58UEJ,2021-06-13,2021-06-28,54959,4,2125,1850,87.10%
LD10BKX,2021-06-14,2021-06-28,84388,4,2425,2200,90.70%
KN12LZJ,2021-06-14,2021-07-01,65563,4,2600,2525,97.10%
YF12KUR,2021-06-14,2021-07-05,54992,3,3950,4400,111.40%
PX11VFF,2021-06-14,2021-07-01,95741,3,2575,2450,95.10%
PE12VCD,2021-06-14,2021-07-01,87344,3,1325,1400,105.70%
FR61BKJ,2021-06-14,2021-07-05,100812,3,2575,2650,102.90%
FH15LWS,2021-06-14,2021-07-01,86447,2,4150,4250,102.40%
LC13WMJ,2021-06-15,2021-07-05,96060,3,3200,3050,95.30%
WN07XBM,2021-06-15,2021-07-05,136893,4,,1050,
YS09LVN,2021-06-15,2021-07-02,80498,,1800,1850,102.80%
KM59USL,2021-06-15,2021-07-01,87382,3,1450,1325,91.40%
GV09JFY,2021-06-15,2021-07-01,34995,3,3750,4000,106.70%
DS60UHR,2021-06-15,2021-07-05,76443,,1500,1300,86.70%
LD09OJG,2021-06-15,2021-07-05,75701,4,2900,2750,94.80%
BT63CVP,2021-06-15,2021-06-28,46622,4,5800,6050,104.30%
BF06UCX,2021-06-16,2021-07-01,73433,4,690,400,58.00%
S44SNR,2021-06-16,2021-07-05,76817,4,11900,10500,88.20%
LO61OBF,2021-06-16,2021-07-01,129998,2,3300,3400,103.00%
NG64EHF,2021-06-16,2021-07-01,81448,3,3175,3000,94.50%
GF15WDS,2021-06-17,2021-07-05,77522,3,8100,8600,106.20%
AK56UEH,2021-06-17,2021-06-28,69195,5,1450,1175,81.00%
CP14HZX,2021-06-17,2021-06-28,38300,3,2900,3050,105.20%
WG59VWL,2021-06-17,2021-07-05,88701,4,1300,1050,80.80%
KP09OUY,2021-06-17,2021-07-05,88918,4,780,750,96.20%
DV11LJL,2021-06-17,2021-07-05,65007,3,2175,2050,94.30%
EO10UHY,2021-06-18,2021-07-05,75255,4,1975,2200,111.40%
FE06ZVJ,2021-06-18,2021-07-05,79887,4,610,725,118.90%
LD60TYX,2021-06-18,2021-07-05,86811,4,4450,4450,100.00%
LN60YCP,2021-06-18,2021-06-28,54254,3,1875,1700,90.70%
WF13RBY,2021-06-18,2021-07-05,56161,3,2875,3500,121.70%
BT62TMU,2021-06-18,2021-07-01,108612,3,3425,4000,116.80%
CA10ZSN,2021-06-19,2021-07-05,85503,4,1575,1700,107.90%
MJ08VHE,2021-06-19,2021-07-01,119257,5,710,350,49.30%
YH63VMV,2021-06-19,2021-07-05,75772,3,12750,13200,103.50%
LN15JYS,2021-06-19,2021-07-05,84688,3,12000,13450,112.10%
CK11DZV,2021-06-20,2021-07-05,56210,4,2425,2800,115.50%
BT58FPX,2021-06-20,2021-07-05,98997,4,910,900,98.90%
AO12TNZ,2021-06-20,2021-07-05,57902,4,4175,3650,87.40%
KL08OKG,2021-06-20,2021-07-03,151375,,2200,1900,86.40%
VA07BWC,2021-06-21,2021-07-01,52722,3,940,1100,117.00%
FP58MFA,2021-06-22,2021-07-05,163058,4,400,250,62.50%
YA10NHG,2021-06-22,2021-07-05,94291,4,2975,2800,94.10%
WN62HZX,2021-06-23,2021-07-05,81268,4,1950,1750,89.70%
GC65XAB,2021-06-25,2021-07-05,87627,3,11800,12600,106.80%
